2024-05-21 23:05:43,51.70,18.00
2024-05-21 23:05:45,53.37,19.00
2024-05-21 23:05:46,54.69,17.00
2024-05-21 23:05:47,46.28,17.00
2024-05-21 23:05:48,46.08,17.00
2024-05-21 23:05:49,47.80,17.00
2024-05-21 23:05:50,47.04,17.00
2024-05-21 23:05:51,46.34,17.00
2024-05-21 23:05:52,48.94,17.00
2024-05-21 23:05:53,45.41,17.00
2024-05-21 23:05:54,46.98,17.00
2024-05-21 23:05:55,48.38,17.00
2024-05-21 23:05:56,45.87,17.00
2024-05-21 23:05:57,47.39,17.00
2024-05-21 23:05:58,45.53,17.00
2024-05-21 23:05:59,45.87,17.00
2024-05-21 23:06:00,47.09,17.00
2024-05-21 23:06:01,45.78,17.00
2024-05-21 23:06:02,45.54,17.00
2024-05-21 23:06:03,45.74,17.00
2024-05-21 23:06:05,46.79,18.00
2024-05-21 23:06:06,46.37,17.00
2024-05-21 23:06:07,45.23,17.00
2024-05-21 23:06:08,44.99,17.00
2024-05-21 23:06:09,45.41,17.00
2024-05-21 23:06:10,46.57,17.00
2024-05-21 23:06:11,48.73,17.00
2024-05-21 23:06:12,46.87,17.00
2024-05-21 23:06:13,48.93,17.00
2024-05-21 23:06:14,49.90,20.00
2024-05-21 23:06:15,49.06,19.00
2024-05-21 23:06:16,52.05,17.00
2024-05-21 23:06:17,47.68,22.00
2024-05-21 23:06:18,47.22,18.00
2024-05-21 23:06:19,46.25,17.00
2024-05-21 23:06:20,49.24,18.00
2024-05-21 23:06:21,58.82,17.00
2024-05-21 23:08:26,54.03,17.00
2024-05-21 23:08:27,47.44,17.00
2024-05-21 23:08:28,45.62,17.00
2024-05-21 23:08:29,45.54,17.00
2024-05-21 23:08:30,46.12,19.00
2024-05-21 23:08:31,45.84,17.00
2024-05-21 23:08:32,45.16,17.00
2024-05-21 23:08:33,46.37,17.00
2024-05-21 23:08:34,46.80,17.00
2024-05-21 23:08:35,49.62,19.00
2024-05-21 23:08:36,45.61,17.00
2024-05-21 23:08:37,45.61,17.00
2024-05-21 23:08:38,45.51,17.00
2024-05-21 23:08:39,44.98,17.00
2024-05-21 23:08:40,51.20,23.00
2024-05-21 23:08:41,50.65,17.00
2024-05-21 23:08:42,47.40,17.00
2024-05-21 23:08:43,46.66,18.00
2024-05-21 23:08:44,45.24,17.00
2024-05-21 23:08:45,59.56,20.00
2024-05-21 23:08:46,50.34,19.00
2024-05-21 23:08:52,51.98,18.00
2024-05-21 23:08:53,45.39,17.00
2024-05-21 23:08:54,45.67,17.00
2024-05-21 23:08:55,46.49,17.00
2024-05-21 23:08:56,46.50,18.00
2024-05-21 23:08:57,44.41,17.00
2024-05-21 23:08:58,44.77,17.00
2024-05-21 23:08:59,47.40,17.00
2024-05-21 23:09:00,45.00,17.00
2024-05-21 23:09:01,48.65,18.00
2024-05-21 23:09:02,45.41,17.00
2024-05-21 23:09:03,51.33,17.00
2024-05-21 23:09:04,45.93,17.00
2024-05-21 23:09:05,50.83,17.00
2024-05-21 23:09:06,52.50,18.00
2024-05-21 23:09:07,49.54,18.00
2024-05-21 23:09:08,48.94,17.00
2024-05-21 23:09:09,60.52,17.00
2024-05-21 23:09:10,50.38,18.00
2024-05-21 23:09:11,48.75,17.00
2024-05-21 23:09:12,48.37,17.00
2024-05-21 23:09:28,54.53,17.00
2024-05-21 23:09:29,48.01,17.00
2024-05-21 23:09:30,47.56,17.00
2024-05-21 23:09:31,49.62,18.00
2024-05-21 23:09:32,49.32,17.00
2024-05-21 23:09:33,46.82,17.00
2024-05-21 23:09:34,49.17,17.00
2024-05-21 23:09:35,47.07,17.00
2024-05-21 23:09:36,47.95,17.00
2024-05-21 23:09:37,46.13,17.00
2024-05-21 23:09:38,45.83,17.00
2024-05-21 23:09:39,45.54,17.00
2024-05-21 23:09:40,45.86,17.00
2024-05-21 23:09:41,48.45,17.00
2024-05-21 23:09:42,47.31,17.00
2024-05-21 23:09:43,45.34,17.00
2024-05-21 23:09:44,45.63,17.00
2024-05-21 23:09:45,45.80,17.00
2024-05-21 23:09:46,47.11,17.00
2024-05-21 23:09:47,46.03,17.00
2024-05-21 23:09:48,45.76,17.00
2024-05-21 23:09:49,45.36,17.00
2024-05-21 23:09:50,44.93,17.00
2024-05-21 23:09:51,46.71,17.00
2024-05-21 23:09:52,45.90,17.00
2024-05-21 23:09:53,46.34,17.00
2024-05-21 23:09:54,45.87,17.00
2024-05-21 23:09:55,45.56,17.00
2024-05-21 23:09:56,46.34,17.00
2024-05-21 23:09:57,45.25,17.00
2024-05-21 23:09:58,45.35,17.00
2024-05-21 23:09:59,44.76,17.00
2024-05-21 23:10:00,45.71,17.00
2024-05-21 23:10:01,47.42,17.00
2024-05-21 23:10:02,45.26,17.00
2024-05-21 23:10:03,45.05,17.00
2024-05-21 23:10:04,45.97,17.00
2024-05-21 23:10:05,45.33,18.00
2024-05-21 23:10:06,45.93,17.00
2024-05-21 23:10:07,45.29,17.00
2024-05-21 23:10:08,44.88,17.00
2024-05-21 23:10:09,45.42,17.00
2024-05-21 23:10:10,46.71,20.00
2024-05-21 23:10:11,46.58,17.00
2024-05-21 23:10:12,46.35,17.00
2024-05-21 23:10:13,44.99,17.00
2024-05-21 23:10:14,45.03,17.00
2024-05-21 23:10:15,45.21,18.00
2024-05-21 23:10:16,45.88,17.00
2024-05-21 23:10:17,44.49,17.00
2024-05-21 23:10:18,44.63,17.00
2024-05-21 23:10:19,45.19,17.00
2024-05-21 23:10:20,45.00,18.00
2024-05-21 23:10:21,45.55,17.00
2024-05-21 23:10:22,44.79,17.00
2024-05-21 23:10:23,43.77,17.00
2024-05-21 23:10:24,48.26,22.00
2024-05-21 23:10:25,47.77,18.00
2024-05-21 23:10:26,45.21,17.00
2024-05-21 23:10:27,50.21,17.00
2024-05-21 23:10:28,47.42,17.00
2024-05-21 23:10:29,47.14,21.00
2024-05-21 23:10:30,48.69,20.00
2024-05-21 23:10:31,49.82,17.00
2024-05-21 23:10:32,47.55,21.00
2024-05-21 23:10:33,50.31,22.00
2024-05-21 23:10:34,48.42,17.00
2024-05-21 23:10:35,46.58,19.00
2024-05-21 23:10:36,46.56,17.00
2024-05-21 23:10:37,45.87,17.00
2024-05-21 23:10:38,46.60,18.00
2024-05-21 23:10:39,46.50,17.00
2024-05-21 23:10:40,47.16,19.00
2024-05-21 23:10:41,47.13,17.00
2024-05-21 23:10:42,46.64,17.00
2024-05-21 23:10:43,47.43,18.00
2024-05-21 23:10:44,47.67,17.00
2024-05-21 23:10:45,48.76,19.00
2024-05-21 23:10:46,48.51,17.00
2024-05-21 23:10:47,47.73,17.00
2024-05-21 23:10:48,47.30,17.00
2024-05-21 23:10:49,47.41,17.00
2024-05-21 23:10:50,47.81,18.00
2024-05-21 23:10:51,47.58,17.00
2024-05-21 23:10:52,47.77,17.00
2024-05-21 23:10:53,46.84,19.00
2024-05-21 23:10:54,47.01,17.00
2024-05-21 23:10:55,51.35,18.00
2024-05-21 23:10:56,47.84,17.00
2024-05-21 23:10:57,48.19,17.00
2024-05-21 23:10:58,47.87,17.00
2024-05-21 23:10:59,49.57,17.00
2024-05-21 23:11:00,48.79,19.00
2024-05-21 23:11:01,48.05,17.00
